complaint_id,description,category,subcategory,latitude,longitude,timestamp,ground_truth_issue_id,is_duplicate
323,"The whole row of lights beside the Rathinapuri bus stop seems to be non-functional right now. Not a big problem yet, just flagging it.",Streetlight,Broken streetlight,10.987681,76.945321,2026-07-09 01:49,ISSUE_0116,True
324,Complaints about foul-smelling water at Ukkadam have increased this month.,Water,Water quality,10.991367,76.962003,2026-08-01 09:47,ISSUE_0337,True
325,"A pile of dumped waste has appeared just outside Chinniampalayam overnight. Not a big problem yet, just flagging it.",Sanitation,Waste dumping,11.085115,77.020556,2026-08-18 11:18,ISSUE_0207,False
326,The whole row of lights close to Rathinapuri seems to be non-functional right now. This is becoming a regular nuisance for residents.,Streetlight,Broken streetlight,10.990374,76.942931,2026-07-26 17:31,ISSUE_0121,True
327,The signal pole at Vadavalli looks damaged and the lights aren't lighting up.,Road,Traffic signal,11.021503,76.906528,2026-07-06 01:32,ISSUE_0077,True
328,"The transformer beside the Vadavalli Bridge bus stop seems to have tripped, cutting power to the area. This is a serious safety risk for everyone nearby.",Electricity,Power outage,11.025516,76.901868,2026-07-19 03:49,ISSUE_0380,True
329,"The red light near Selvapuram doesn't seem to turn green even after a long wait. Children walk through this area every day, so it needs urgent attention.",Road,Traffic signal,10.987666,76.936269,2026-08-13 14:13,ISSUE_0080,True
330,The streetlight near the park beside the Sowripalayam bus stop has been off for a long time. This is becoming a regular nuisance for residents.,Streetlight,Broken streetlight,11.001041,76.99235,2026-08-05 00:46,ISSUE_0126,True
331,Traffic lights just outside Malumichampatti are flickering and confusing drivers. It is causing inconvenience to daily commuters.,Road,Traffic signal,10.924616,76.983371,2026-08-09 11:53,ISSUE_0081,True
332,The cable near the pole around the Ukkadam area looks frayed and dangerous. It's a small issue but worth noting.,Electricity,Electrical hazard,10.992034,76.957297,2026-07-27 20:17,ISSUE_0427,False
333,Waste keeps piling up on the Mettupalayam Road main road because collection has stopped coming on schedule. Many residents in the area are affected by this.,Sanitation,Garbage collection,11.048056,76.948355,2026-07-24 03:30,ISSUE_0160,True
334,Waste from nearby shops is being dumped beside the Ukkadam bus stop instead of collected properly.,Sanitation,Waste dumping,10.991889,76.956304,2026-07-27 03:22,ISSUE_0195,True
335,"The supply line just outside Eachanari appears to have a leak, reducing pressure downstream. This has been the case for the past two days.",Water,Water supply,10.954284,76.956867,2026-07-09 17:49,ISSUE_0329,False
336,A streetlight near Selvapuram fell over after last week's winds and hasn't been reinstalled. It is causing inconvenience to daily commuters.,Streetlight,Broken streetlight,10.98647,76.931279,2026-07-23 23:21,ISSUE_0120,True
337,Sparking has been seen near the streetlight wiring on the Neelambur main road at night. Vehicles are getting damaged because of this.,Electricity,Electrical hazard,10.996737,77.067748,2026-07-11 11:52,ISSUE_0430,False
338,"Water pressure around the Sathyamangalam Road area has been extremely low this week. Children walk through this area every day, so it needs urgent attention.",Water,Water supply,11.038332,77.038732,2026-07-21 11:40,ISSUE_0324,False
339,An open junction box in front of Trichy Road has exposed wiring visible to anyone passing. It's a small issue but worth noting. This has been the case since yesterday.,Electricity,Electrical hazard,10.986389,77.006402,2026-08-04 20:33,ISSUE_0420,True
340,Vehicles are just going by instinct at Malumichampatti since the signal isn't working. This has been the case since last week.,Road,Traffic signal,10.924537,76.984611,2026-07-03 21:12,ISSUE_0081,True
341,We lost power just outside Singanallur hours ago and there's still no sign of restoration. This has been the case since yesterday.,Electricity,Power outage,11.004798,77.024392,2026-07-11 10:04,ISSUE_0384,False
342,"It's been two weeks and the garbage beside the Vilankurichi bus stop hasn't been touched. Children walk through this area every day, so it needs urgent attention.",Sanitation,Garbage collection,11.016518,77.016593,2026-08-11 22:27,ISSUE_0157,True
343,This overflow at Singanallur keeps recurring every monsoon season. Noticed it this morning while passing by.,Drainage,Drain overflow,10.999004,77.028331,2026-08-19 16:30,ISSUE_0222,True
344,There's a pile of household waste building up beside the Race Course bus stop. This is becoming a regular nuisance for residents.,Sanitation,Garbage collection,10.997988,76.955357,2026-07-05 12:25,ISSUE_0162,True
345,The road along the stretch near Kuniyamuthur has a large crater right in the middle of the lane.,Road,Pothole,10.966065,76.954921,2026-07-21 22:42,ISSUE_0038,False
346,We haven't received municipal water beside the Lakshmi Mills bus stop on the usual schedule. It is causing inconvenience to daily commuters.,Water,Water supply,11.006557,76.95192,2026-08-18 23:55,ISSUE_0321,False
347,The sewage line at Ram Nagar appears to have backed up and is overflowing. Sewage is overflowing directly onto the road.,Drainage,Drain overflow,11.00022,76.961461,2026-08-12 02:55,ISSUE_0225,True
348,Complaints about foul-smelling water at Kavundampalayam have increased this month.,Water,Water quality,11.050056,76.941998,2026-07-05 15:18,ISSUE_0340,True
349,No one has picked up the garbage beside the Mettupalayam Road bus stop in over a week. This is becoming a regular nuisance for residents.,Sanitation,Garbage collection,11.046064,76.948529,2026-07-08 02:02,ISSUE_0153,True
350,My scooter's suspension got damaged going over a pothole at Vadavalli Market. This has been the case for over a month now.,Road,Pothole,11.020397,76.905705,2026-08-20 20:59,ISSUE_0011,True
351,Electricity along the stretch near Sitra went out during the storm and hasn't returned. This is unsafe and could lead to an accident. This has been the case since yesterday.,Electricity,Power outage,10.972597,76.999816,2026-07-01 21:15,ISSUE_0378,True
352,This area near Neelambur always floods whenever there's heavy rain.,Drainage,Waterlogging,11.000343,77.065157,2026-07-24 05:24,ISSUE_0265,True
353,The electric meter box just outside Sathyamangalam Road is open and wires are visible.,Electricity,Electrical hazard,11.037504,77.03269,2026-07-26 22:30,ISSUE_0442,False
354,We are forced to buy bottled water because the tap water close to Sathyamangalam Road is unsafe. This has been the case since last week.,Water,Water quality,11.036873,77.037181,2026-07-17 09:04,ISSUE_0334,True
355,Truckloads of debris have been dumped beside the Rathinapuri bus stop without any authorization. Noticed it this morning while passing by.,Sanitation,Waste dumping,10.989105,76.945665,2026-07-17 19:37,ISSUE_0213,False
356,"Please fix the pothole around the Avinashi Road area, it's damaging vehicle tyres. Noticed it this morning while passing by.",Road,Pothole,11.023694,77.004792,2026-07-06 20:18,ISSUE_0012,True
357,Sparks were seen coming from an electric pole in the Saibaba Colony locality yesterday. Several people in the area have noticed this.,Electricity,Electrical hazard,11.014399,76.933476,2026-07-20 04:14,ISSUE_0410,True
358,Households near Vellalore are struggling without a consistent water supply. This has been the case for quite some time.,Water,Water supply,10.943711,76.990688,2026-07-28 01:47,ISSUE_0303,True
359,"Someone needs to stop the dumping around the Trichy Road area, it's turning into a health hazard. Several people in the area have noticed this.",Sanitation,Waste dumping,10.987299,77.006895,2026-08-04 11:44,ISSUE_0198,True
360,The bulb in the Sitra locality seems to have burnt out and no one has replaced it.,Streetlight,Broken streetlight,10.971946,76.995637,2026-07-22 14:55,ISSUE_0117,True
361,Residents in front of Kuniyamuthur have been asking for the streetlight to be repaired for weeks.,Streetlight,Broken streetlight,10.972001,76.949287,2026-07-27 20:44,ISSUE_0140,False
362,This junction's signal just outside Podanur has been unreliable for days now. Vehicles are getting damaged because of this.,Road,Traffic signal,10.969449,76.97686,2026-07-30 02:54,ISSUE_0106,False
363,There's visible road erosion close to Trichy Road near the shoulder.,Road,Road damage,10.989016,77.010003,2026-07-15 14:12,ISSUE_0049,True
364,Traffic lights at Kavundampalayam Bypass are flickering and confusing drivers.,Road,Traffic signal,11.053608,76.948492,2026-08-06 08:58,ISSUE_0085,True
365,There is no proper garbage pickup happening on the Vilankurichi main road this month. It's a small issue but worth noting.,Sanitation,Garbage collection,11.01651,77.017261,2026-07-23 18:26,ISSUE_0157,True
366,The waste collection truck hasn't come just outside Avinashi Road this week at all. Elderly residents are finding it especially difficult.,Sanitation,Garbage collection,11.021449,77.002971,2026-07-09 21:27,ISSUE_0154,True
367,There was a burning smell near the transformer near Trichy Road this evening. It is causing inconvenience to daily commuters. This has been the case since yesterday.,Electricity,Electrical hazard,10.984448,77.008704,2026-08-02 03:52,ISSUE_0406,True
368,Residents beside the Vadavalli bus stop say the pothole has been ignored for weeks. It is causing inconvenience to daily commuters.,Road,Pothole,11.021253,76.905989,2026-07-03 20:37,ISSUE_0006,True
369,"There's a strange odor coming from the water beside the Peelamedu bus stop, possibly sewage mixing in.",Water,Water quality,11.027704,77.026116,2026-07-13 18:04,ISSUE_0344,True
370,"The junction close to Vellalore has no working signal, causing confusion at peak hours. This has been the case for the past two days.",Road,Traffic signal,10.946589,76.99484,2026-07-29 03:39,ISSUE_0101,False
371,"A big hole has formed on the road in front of Sathyamangalam Road, making it risky to drive over.",Road,Pothole,11.036847,77.032093,2026-08-12 14:28,ISSUE_0004,True
372,Taps near Gandhipuram have been running dry since yesterday. Noticed it this morning while passing by.,Water,Water supply,11.015319,76.965045,2026-08-13 01:47,ISSUE_0310,True
373,"Electricity close to Sowripalayam has been unstable, going off every few hours.",Electricity,Power outage,11.00172,76.993089,2026-07-01 22:42,ISSUE_0373,True
374,"The underground drain at Hopes College seems blocked, water is coming up onto the street. It is causing inconvenience to daily commuters. This has been the case for over a month now.",Drainage,Drain overflow,11.009911,76.943713,2026-07-17 01:11,ISSUE_0224,True
375,Storm water drains around the Vellalore area are blocked and overflowing. This has been the case since last week.,Drainage,Drain overflow,10.945714,76.995625,2026-08-17 14:46,ISSUE_0221,True
376,"There has been no water supply on the Town Hall main road for the past two days. Not a big problem yet, just flagging it.",Water,Water supply,10.994561,76.964707,2026-07-17 06:01,ISSUE_0298,True
377,The garbage van skipped our street in front of Mettupalayam Road again this week. Many residents in the area are affected by this.,Sanitation,Garbage collection,11.04838,76.949268,2026-08-18 14:30,ISSUE_0160,True
378,Loose wires are dangling in the Podanur locality close to where people walk.,Electricity,Electrical hazard,10.96762,76.971684,2026-08-09 06:27,ISSUE_0409,True
379,Drain water near Ram Nagar has been overflowing onto the road for days. It's a small issue but worth noting. This has been the case for several days.,Drainage,Drain overflow,10.999575,76.961036,2026-07-19 02:10,ISSUE_0225,True
380,"The traffic signal just outside Vadavalli went completely dark this evening. Vehicles are moving in all directions with no signal control, it's chaotic.",Road,Traffic signal,11.022457,76.903497,2026-07-28 03:47,ISSUE_0078,True
381,Commuters along the stretch near Sitra are relying on vehicle headlights since there's no street lighting. It's a small issue but worth noting.,Streetlight,Broken streetlight,10.972424,76.995428,2026-07-09 19:15,ISSUE_0117,True
382,The corporation water hasn't arrived along the stretch near Town Hall for three days straight. This has been ignored despite earlier complaints.,Water,Water supply,10.994923,76.964357,2026-07-28 06:33,ISSUE_0298,True
383,Uncollected waste beside the Vellalore bus stop is starting to smell and attract stray animals. It's a small issue but worth noting.,Sanitation,Garbage collection,10.946319,76.995795,2026-07-14 20:54,ISSUE_0151,True
384,"People are dumping garbage on the empty plot just outside Lakshmi Mills regularly. Not a big problem yet, just flagging it. This has been the case for a few weeks.",Sanitation,Waste dumping,11.006179,76.955233,2026-08-01 19:58,ISSUE_0186,True
385,Bins around the Hopes College area are full and spilling onto the footpath. This is becoming a regular nuisance for residents.,Sanitation,Garbage collection,11.006286,76.943518,2026-07-15 17:53,ISSUE_0161,True
386,"The streetlight wiring just outside Vadavalli looks damaged, possibly why it isn't lighting.",Streetlight,Broken streetlight,11.01926,76.903379,2026-08-15 17:29,ISSUE_0114,True
387,"There's a complete blackout at Podanur since the afternoon. Not a big problem yet, just flagging it.",Electricity,Power outage,10.966225,76.973382,2026-07-17 20:18,ISSUE_0377,True
388,The road in the Peelamedu locality has eroded badly after the recent rains. This is becoming a regular nuisance for residents.,Road,Road damage,11.03013,77.024918,2026-08-10 22:27,ISSUE_0046,True
389,A pile of dumped waste has appeared in front of Sowripalayam overnight. Several people in the area have noticed this.,Sanitation,Waste dumping,11.002155,76.991538,2026-07-28 08:01,ISSUE_0185,True
390,Residents along the stretch near Rathinapuri have been asking for the streetlight to be repaired for weeks. This has been ignored despite earlier complaints.,Streetlight,Broken streetlight,10.990409,76.942451,2026-07-28 04:43,ISSUE_0121,True
391,Residents on the Vadavalli Market main road are dealing with overflow from a blocked drain.,Drainage,Drain overflow,11.02109,76.909387,2026-07-19 16:42,ISSUE_0234,True
392,The color of the water around the Peelamedu area changes between clear and brownish. This is becoming a regular nuisance for residents.,Water,Water quality,11.027092,77.026244,2026-08-19 00:54,ISSUE_0344,True
393,"This road beside the Selvapuram bus stop badly needs repaving, it's falling apart bit by bit. It is causing inconvenience to daily commuters.",Road,Road damage,10.984691,76.935626,2026-07-10 23:26,ISSUE_0062,False
394,"Traffic lights beside the Chinniampalayam bus stop are flickering and confusing drivers. Not a big problem yet, just flagging it.",Road,Traffic signal,11.088771,77.018209,2026-07-13 17:43,ISSUE_0082,True
395,The surface in the Malumichampatti locality is patchy with old repairs breaking down again. This is unsafe and could lead to an accident.,Road,Road damage,10.926127,76.990427,2026-08-08 11:55,ISSUE_0044,True
396,"One side of the signal around the Kuniyamuthur area stays green far too long, blocking cross traffic. Many residents in the area are affected by this.",Road,Traffic signal,10.968343,76.952634,2026-07-08 22:42,ISSUE_0083,True
397,There is no proper garbage pickup happening on the Ondipudur Bypass main road this month. Noticed it this morning while passing by. This has been the case since last week.,Sanitation,Garbage collection,11.006519,77.050466,2026-07-07 01:39,ISSUE_0175,False
398,My scooter's suspension got damaged going over a pothole along the stretch near Sathyamangalam Road. It is causing inconvenience to daily commuters.,Road,Pothole,11.043303,77.032145,2026-08-12 08:21,ISSUE_0035,False
399,Chunks of the road at Chinniampalayam have crumbled away leaving an uneven surface. It's a small issue but worth noting.,Road,Road damage,11.086026,77.016771,2026-07-06 18:50,ISSUE_0043,True
400,A streetlight beside the Vadavalli bus stop fell over after last week's winds and hasn't been reinstalled. It's a small issue but worth noting.,Streetlight,Broken streetlight,11.023575,76.90594,2026-08-05 18:17,ISSUE_0131,False
401,"The electric pole at Ondipudur looks tilted and unstable, possibly a hazard.",Electricity,Electrical hazard,11.005552,77.046382,2026-07-24 16:35,ISSUE_0408,True
402,Residents close to Thudiyalur have noticed a yellowish tint in the tap water. Several people in the area have noticed this.,Water,Water quality,11.081301,76.940899,2026-07-08 17:15,ISSUE_0343,True
403,Chunks of the road beside the Trichy Road bus stop have crumbled away leaving an uneven surface. Several people in the area have noticed this.,Road,Road damage,10.985192,77.012145,2026-07-28 05:41,ISSUE_0061,False
404,Drain water along the stretch near Ondipudur has been overflowing onto the road for days.,Drainage,Drain overflow,11.004635,77.047882,2026-07-06 23:21,ISSUE_0228,True
405,A pile of dumped waste has appeared along the stretch near Vadavalli Bridge overnight. It is causing inconvenience to daily commuters.,Sanitation,Waste dumping,11.023442,76.902285,2026-07-04 13:44,ISSUE_0192,True
406,The bulb just outside Kalapatti seems to have burnt out and no one has replaced it. It is causing inconvenience to daily commuters.,Streetlight,Broken streetlight,11.073503,77.03122,2026-08-13 18:01,ISSUE_0125,True
407,Loose wires are dangling around the Trichy Road area close to where people walk. This is becoming a regular nuisance for residents.,Electricity,Electrical hazard,10.985352,77.007903,2026-07-20 13:23,ISSUE_0406,True
408,"Sparks flew from a transformer on the Eachanari main road during the rain, which was alarming. Elderly residents are finding it especially difficult.",Electricity,Electrical hazard,10.954036,76.954893,2026-07-19 01:47,ISSUE_0413,True
409,There's a hole in the road surface close to Kuniyamuthur that's been there for a while. It's a small issue but worth noting.,Road,Pothole,10.96682,76.951508,2026-08-11 21:32,ISSUE_0010,True
410,"The supply line beside the Vellalore bus stop appears to have a leak, reducing pressure downstream. This has been the case for over a month now.",Water,Water supply,10.944276,76.991644,2026-07-20 02:28,ISSUE_0301,True
411,The bulb in front of Selvapuram seems to have burnt out and no one has replaced it. This has been the case for over a month now.,Streetlight,Broken streetlight,10.986373,76.933827,2026-08-16 18:30,ISSUE_0144,False
412,A blocked drain in front of Singanallur is causing water to stagnate near the shops. It is causing inconvenience to daily commuters.,Drainage,Drain overflow,11.002723,77.025475,2026-08-20 20:24,ISSUE_0233,True
413,"Please fix the pothole in the Podanur locality, it's damaging vehicle tyres. This has been the case for over a month now.",Road,Pothole,10.966109,76.972084,2026-08-18 06:34,ISSUE_0005,True
414,The whole neighborhood in front of Ganapathy lost power after a loud noise from the transformer. It's a small issue but worth noting. This has been the case for quite some time.,Electricity,Power outage,11.036575,76.967863,2026-07-10 03:55,ISSUE_0370,True
415,The waterlogging at Kuniyamuthur is making it impossible for two-wheelers to pass.,Drainage,Waterlogging,10.969943,76.953632,2026-07-11 02:21,ISSUE_0287,False
416,"There's no signal control close to Uppilipalayam at all, it seems to have shut down.",Road,Traffic signal,10.989388,77.022957,2026-07-26 07:47,ISSUE_0089,True
417,No water has reached the taps along the stretch near Kovaipudur since the pipeline work started. This has been the case for over a month now.,Water,Water supply,10.944199,76.914978,2026-07-01 21:08,ISSUE_0302,True
418,The surface around the Peelamedu area is patchy with old repairs breaking down again.,Road,Road damage,11.030395,77.024205,2026-08-01 06:15,ISSUE_0046,True
419,Trash is spilling out of the bins in front of Sitra onto the road. This is becoming a regular nuisance for residents.,Sanitation,Garbage collection,10.97734,76.9974,2026-08-02 01:39,ISSUE_0182,False
420,The streetlight near Sundarapuram has stopped working and the area is very dark at night. It is causing inconvenience to daily commuters.,Streetlight,Broken streetlight,10.97702,76.965379,2026-07-19 04:41,ISSUE_0139,False
421,"Vehicles are just going by instinct close to Kavundampalayam Bypass since the signal isn't working. Not a big problem yet, just flagging it.",Road,Traffic signal,11.048057,76.945567,2026-07-13 11:33,ISSUE_0091,False
422,Residents in front of Thudiyalur have noticed a yellowish tint in the tap water. Several people in the area have noticed this.,Water,Water quality,11.078258,76.945932,2026-07-04 09:43,ISSUE_0347,False
423,The culvert in front of Ganapathy Bus Stand is clogged and water is spilling over the road. This has been the case since yesterday.,Drainage,Drain overflow,11.036163,76.966305,2026-07-14 23:17,ISSUE_0229,True
424,"Cracks have widened over time on the road near Podanur, it needs resurfacing. Elderly residents are finding it especially difficult.",Road,Road damage,10.968799,76.974519,2026-08-06 19:28,ISSUE_0045,True
425,Trash is spilling out of the bins close to Eachanari onto the road.,Sanitation,Garbage collection,10.949578,76.95253,2026-08-01 16:25,ISSUE_0156,True
426,The supply close to Pollachi Road tripped again after being restored just an hour ago. Elderly residents are finding it especially difficult.,Electricity,Power outage,10.933817,76.970948,2026-07-08 02:42,ISSUE_0389,False
427,"There's no signal control close to Kurichi at all, it seems to have shut down.",Road,Traffic signal,10.965701,76.969137,2026-07-14 21:32,ISSUE_0099,False
428,Residents at Kalapatti are frustrated with the inconsistent garbage pickup. This has been the case since the last heavy rain.,Sanitation,Garbage collection,11.07285,77.031391,2026-07-30 12:54,ISSUE_0167,False
429,"Residents near Kavundampalayam have noticed a yellowish tint in the tap water. Not a big problem yet, just flagging it.",Water,Water quality,11.050511,76.942109,2026-07-19 02:42,ISSUE_0340,True
430,This drain just outside Selvapuram hasn't been cleaned in a long time and is now overflowing. Several people in the area have noticed this.,Drainage,Drain overflow,10.982215,76.936131,2026-07-06 03:18,ISSUE_0238,False
431,"Rainwater is not draining around the Kurichi area, leaving the road waterlogged for days. Not a big problem yet, just flagging it.",Drainage,Waterlogging,10.962091,76.969022,2026-07-30 21:31,ISSUE_0281,False
432,The street near Avinashi Road looks unhygienic due to missed garbage collection.,Sanitation,Garbage collection,11.021878,77.002864,2026-08-03 17:06,ISSUE_0154,True
433,Can someone look into the pothole along the stretch near Saravanampatti? It's getting worse. This has been the case since the last heavy rain.,Road,Pothole,11.071993,77.007152,2026-07-09 07:19,ISSUE_0018,True
434,People around the Ukkadam area are falling sick after drinking the tap water.,Water,Water quality,10.990666,76.961563,2026-07-21 19:44,ISSUE_0337,True
435,People just outside Kavundampalayam are avoiding the footpath because of overflowing drain water. This is becoming a regular nuisance for residents.,Drainage,Drain overflow,11.046609,76.944687,2026-07-03 00:34,ISSUE_0240,False
436,There's been an unscheduled power cut near Vellalore for hours together. It's a small issue but worth noting.,Electricity,Power outage,10.947252,76.996012,2026-08-04 12:47,ISSUE_0396,False
437,"The streetlight wiring in front of Ramanathapuram looks damaged, possibly why it isn't lighting. Not a big problem yet, just flagging it. This has been the case for quite some time.",Streetlight,Broken streetlight,10.994018,76.981428,2026-07-15 02:10,ISSUE_0145,False
438,"Complaints about foul-smelling water in the Ukkadam locality have increased this month. Not a big problem yet, just flagging it.",Water,Water quality,10.990429,76.960894,2026-08-16 17:54,ISSUE_0337,True
439,The whole neighborhood along the stretch near Sitra lost power after a loud noise from the transformer. Several people in the area have noticed this.,Electricity,Power outage,10.97308,76.998671,2026-07-02 13:59,ISSUE_0378,True
440,There's been an unscheduled power cut on the Vadavalli main road for hours together.,Electricity,Power outage,11.019168,76.902525,2026-07-19 17:46,ISSUE_0374,True
441,Sparks were seen coming from an electric pole beside the Trichy Road bus stop yesterday. This has been the case for over a month now.,Electricity,Electrical hazard,10.98758,77.005777,2026-08-08 04:34,ISSUE_0420,True
442,Vehicles are just going by instinct just outside Kuniyamuthur since the signal isn't working. It's a small issue but worth noting.,Road,Traffic signal,10.968021,76.954058,2026-07-23 02:16,ISSUE_0083,True
443,"The pipeline near Uppilipalayam seems to have an interruption, no water is coming through.",Water,Water supply,10.985432,77.024397,2026-07-10 08:33,ISSUE_0306,True
444,"The road around the Sathyamangalam Road area is filled with knee-deep water right now. Not a big problem yet, just flagging it.",Drainage,Waterlogging,11.040069,77.035035,2026-07-22 06:36,ISSUE_0275,False
445,Drivers are ignoring the malfunctioning signal just outside Selvapuram and crossing anyhow. It is causing inconvenience to daily commuters.,Road,Traffic signal,10.987504,76.935555,2026-08-08 00:12,ISSUE_0080,True
446,The road surface along the stretch near Uppilipalayam is bumpy and uneven due to wear and tear. This needs to be fixed immediately before someone gets hurt.,Road,Road damage,10.985105,77.020659,2026-08-11 20:09,ISSUE_0066,False
447,People are dumping garbage on the empty plot close to Vadavalli Bridge regularly. Vehicles are getting damaged because of this.,Sanitation,Waste dumping,11.023566,76.901465,2026-08-11 07:04,ISSUE_0192,True
448,Taps along the stretch near Kurichi have been running dry since yesterday. Noticed it this morning while passing by.,Water,Water supply,10.96578,76.96496,2026-08-04 04:00,ISSUE_0331,False
449,This drain close to RS Puram hasn't been cleaned in a long time and is now overflowing.,Drainage,Drain overflow,11.002443,76.953172,2026-08-03 01:56,ISSUE_0251,False
450,Residents on the Pollachi Road main road have noticed a yellowish tint in the tap water.,Water,Water quality,10.934158,76.967942,2026-07-17 13:02,ISSUE_0341,True
451,The entire road close to Ganapathy Bus Stand is underwater following last night's rain. This has been the case since last week.,Drainage,Waterlogging,11.039055,76.969277,2026-08-13 16:15,ISSUE_0264,True
452,Cars are slowing down suddenly in the Rathinapuri locality to avoid a deep pothole. This is a serious safety risk for everyone nearby.,Road,Pothole,10.990648,76.943264,2026-08-09 00:19,ISSUE_0014,True
453,Residents at Kurichi have noticed a yellowish tint in the tap water. Noticed it this morning while passing by.,Water,Water quality,10.963595,76.970756,2026-08-04 08:47,ISSUE_0366,False
454,There's visible road erosion in front of Ondipudur Bypass near the shoulder. This needs to be fixed immediately before someone gets hurt.,Road,Road damage,11.012166,77.048156,2026-07-08 04:38,ISSUE_0069,False
455,Residents beside the Ganapathy bus stop are relying on tankers because the supply has stopped. Several people in the area have noticed this.,Water,Water supply,11.033983,76.966847,2026-08-13 19:08,ISSUE_0309,True
456,We've had frequent power cuts beside the Sathyamangalam Road bus stop throughout the week. It is causing inconvenience to daily commuters.,Electricity,Power outage,11.041753,77.035095,2026-08-08 13:40,ISSUE_0371,True
457,A broken electrical fixture on the Eachanari main road is sparking intermittently.,Electricity,Electrical hazard,10.95387,76.955397,2026-08-19 11:06,ISSUE_0413,True
458,There are exposed live wires hanging just outside Ganapathy which is very dangerous.,Electricity,Electrical hazard,11.033953,76.968719,2026-07-13 13:38,ISSUE_0441,False
459,The drain outlet around the Sundarapuram area is blocked with plastic waste causing an overflow. This has been ignored despite earlier complaints.,Drainage,Drain overflow,10.972066,76.969707,2026-08-19 08:58,ISSUE_0226,True
460,The whole row of lights close to RS Puram seems to be non-functional right now. This has been the case since last week.,Streetlight,Broken streetlight,11.004237,76.951171,2026-08-19 19:33,ISSUE_0124,True
461,Traffic has come to a halt just outside Saravanampatti due to flooded streets.,Drainage,Waterlogging,11.074385,77.006442,2026-07-03 02:10,ISSUE_0260,True
462,Unauthorized dumping close to Chinniampalayam has been happening for weeks now.,Sanitation,Waste dumping,11.086936,77.015151,2026-07-10 09:38,ISSUE_0217,False
463,"A fallen wire at Eachanari is lying across the footpath unattended. Not a big problem yet, just flagging it.",Electricity,Electrical hazard,10.953578,76.954837,2026-08-08 16:07,ISSUE_0413,True
464,The streetlight near the park on the Vilankurichi main road has been off for a long time. This is becoming a regular nuisance for residents.,Streetlight,Broken streetlight,11.01077,77.015707,2026-07-01 19:13,ISSUE_0148,False
465,Water supply at Vadavalli used to be daily but has now become erratic. Noticed it this morning while passing by.,Water,Water supply,11.017205,76.900983,2026-08-13 06:05,ISSUE_0311,False
466,The water beside the Uppilipalayam bus stop smells like it might be mixing with sewage somewhere.,Water,Water quality,10.985288,77.026709,2026-08-01 01:49,ISSUE_0349,False
467,The streetlight at Ramanathapuram was damaged in a storm and hasn't been fixed.,Streetlight,Broken streetlight,10.994494,76.984466,2026-07-16 19:49,ISSUE_0113,True
468,The streetlight near the park along the stretch near Kalapatti has been off for a long time. This has been the case since last week.,Streetlight,Broken streetlight,11.072643,77.030667,2026-07-11 08:40,ISSUE_0125,True
469,"The whole street close to Kalapatti has been without power since last night. Children walk through this area every day, so it needs urgent attention.",Electricity,Power outage,11.072123,77.031863,2026-08-15 12:22,ISSUE_0391,False
470,"The light along the stretch near Kalapatti flickers on and off intermittently, never staying lit. Several people in the area have noticed this.",Streetlight,Broken streetlight,11.072812,77.030794,2026-07-16 04:20,ISSUE_0125,True
471,Two-wheelers are stalling in the standing water at Vellalore. Vehicles are getting damaged because of this.,Drainage,Waterlogging,10.945608,76.996045,2026-08-19 00:33,ISSUE_0268,True
472,The water near Ondipudur smells like it might be mixing with sewage somewhere.,Water,Water quality,11.003606,77.043494,2026-07-01 12:52,ISSUE_0338,True
473,The damaged stretch just outside Podanur is especially hard to navigate after rain. It's a small issue but worth noting.,Road,Road damage,10.968753,76.974888,2026-07-07 13:27,ISSUE_0045,True
474,Residents around the Vadavalli Bridge area are without electricity and haven't gotten an update. This has been the case since yesterday.,Electricity,Power outage,11.02522,76.902349,2026-08-15 16:37,ISSUE_0380,True
475,There is a deep pothole at Vadavalli that vehicles keep hitting.,Road,Pothole,11.022783,76.902048,2026-07-11 09:53,ISSUE_0015,True
476,There's been an irregular water supply on the Vellalore main road for over a week now. This has been the case for the past two days.,Water,Water supply,10.943746,76.989357,2026-07-30 17:50,ISSUE_0303,True
477,Water levels in the Saravanampatti locality rose quickly during the storm and haven't gone down. This has been the case since the last heavy rain.,Drainage,Waterlogging,11.075781,77.004185,2026-07-05 17:17,ISSUE_0290,False
478,The red light around the Selvapuram area doesn't seem to turn green even after a long wait. Noticed it this morning while passing by.,Road,Traffic signal,10.988277,76.935717,2026-07-31 17:25,ISSUE_0080,True
479,Water supply just outside Hopes College used to be daily but has now become erratic. Noticed it this morning while passing by.,Water,Water supply,11.005988,76.943073,2026-07-06 12:08,ISSUE_0297,True
480,The vacant land just outside Trichy Road has turned into an unofficial dumping ground.,Sanitation,Waste dumping,10.988238,77.007081,2026-07-17 08:46,ISSUE_0198,True
481,The road around the Chinniampalayam area has developed ridges and dips that jolt every vehicle passing. It is causing inconvenience to daily commuters.,Road,Road damage,11.085707,77.017573,2026-08-17 11:07,ISSUE_0043,True
482,The water supply timing in front of Town Hall keeps changing without any notice. This has been the case since the last heavy rain.,Water,Water supply,10.995128,76.964329,2026-08-09 02:20,ISSUE_0298,True
483,This low point in the Malumichampatti locality collects rainwater and takes days to dry up.,Drainage,Waterlogging,10.930152,76.985227,2026-07-28 16:48,ISSUE_0272,True
